mean,var,pxp,xp,model
0.49127531121962,0.00925643999280316,0.5039716523281522,0.5039750178609874,Linear
0.48937137648138984,0.00925507527267035,0.49602044127487105,0.4960237014413725,GP
0.00967098255745714,0.00035472054273446267,3.95258981175361e-06,6.397401353301947e-07,SingleCue
0.00968232974153297,0.00035513267527071074,3.9538071651291045e-06,6.409575048375793e-07,EqualWeighting
