mean,var,pxp,xp,model
0.892283876512128,0.0035597540825413883,0.9996537550211251,0.9999976250698843,Linear
0.08803613007344355,0.0029735470324124187,0.00011698806951503835,2.365441506984071e-06,GP
0.010046363901787342,0.0003683494249681559,0.00011462862429492835,4.913997167054943e-09,SingleCue
0.009633629512640898,0.0003533638035205213,0.0001146282850647746,4.574611406694186e-09,EqualWeighting
