mean,var,pxp,xp,model
0.9709428360361791,0.0010449201920815002,0.9999999964483085,0.9999999964486158,Linear
0.009664538027050643,0.0003544864715471976,1.1794497131281506e-09,1.1793473036470054e-09,GP
0.00966156862570596,0.000354378619162842,1.1788288322754503e-09,1.178726422794305e-09,SingleCue
0.009731057311064167,0.0003569023642471464,1.1934128949358204e-09,1.193310485454681e-09,EqualWeighting
