mean,var,pxp,xp,model
0.15443105192162665,0.004836374152740982,0.1264409496662017,0.0031058257458663444,Linear
0.2551893241779404,0.007039545666798017,0.13986768572333141,0.029934964548711765,GP
0.580500504255736,0.009019246993132307,0.6088041728859229,0.9669580839629954,SingleCue
0.009879119644696979,0.00036227861628676826,0.12488719172454403,1.1257424264358552e-06,EqualWeighting
