"Linear","GP","SingleCue","EqualWeighting","p"
-0.668469272092515,-0.663504209798233,-0.695693119176301,-0.693101555492756,1
-0.749034445411128,-0.727096735932692,-4.83302665893524,-0.68871934905912,1
-0.775044594265262,-0.77482664136388,-36.0436533891172,-0.688241137409961,1
-0.29613369179251,-0.29653143868675,-0.578268674838969,-0.693192646796886,1
-1.61327355478508,-1.53005734008498,-0.692298171724619,-0.693102078216142,1
-0.921538326807081,-0.877566926831742,-0.721425896327725,-0.693133046845441,1
-0.405593063318746,-0.377757549633776,-0.684940004390005,-0.693877536026457,1
-0.23731117669668,-0.233109369706709,-0.655515945713981,-0.689718567684224,1
-0.568725895818786,-0.56971581010845,-0.703047303509875,-0.684688173197256,1
-0.245523244656116,-0.235575876687134,-0.639757791392857,-0.691646887881515,1
-1.442810951495,-1.45723752926435,-0.752393150636463,-0.698332019502763,1
-1.26490022021834,-1.26055127606398,-0.76465786586745,-0.69397491220098,1
-0.103916927525362,-0.0958133777838604,-0.605787548723416,-0.683885250381643,1
-0.145299849898455,-0.135239163837721,-0.571311693905411,-0.702007431474789,1
-0.0665119302706356,-0.0604763524770967,-0.540875356424311,-0.69791667259302,1
-0.881084436551437,-0.886068540506887,-0.696476807059739,-0.69211106033675,1
-0.286093076051553,-0.276861888841687,-0.64185098619899,-0.692994255032194,1
-0.0845019365687456,-0.0762062043470209,-0.588961120398148,-0.693102921781958,1
-1.53306703322288,-1.55565893747415,-0.741366140535443,-0.693097739493902,1
-1.69571984281193,-1.6624549004288,-0.746475732380711,-0.693101858601025,1
-0.363086466625969,-0.37078712672987,-0.652938443350046,-0.693101267448371,1
-0.194426859971052,-0.195373066836554,-0.641130302470493,-0.693192268959251,1
-0.0578397440659246,-0.0578526493826189,-0.628274168213838,-0.693193873385414,1
-0.0922163762115975,-0.0846836912359251,-0.600275630576167,-0.6931008987156,1
-0.0348777076629338,-0.030408448234739,-0.620500978416892,-0.693100373645235,1
-0.236954928483506,-0.229073586658971,-0.687026337158583,-0.693100549063124,1
-2.42872021306338,-2.16392973360718,-0.719446907606763,-0.69310108135775,1
-0.567433412296799,-0.475435154676214,-0.644512073361762,-0.693102806897624,1
-0.136147064373417,-0.129168008432427,-0.606255745104748,-0.693191499699506,1
-1.08590221746067,-0.842326762824835,-0.737132658826758,-0.693195872428594,1
-1.49421793647708,-1.5302823632588,-0.671983222629817,-0.693192661742044,1
-0.254070628697179,-0.230869010749656,-0.634494894220411,-0.693096244884857,1
-0.0946396290909193,-0.0960064364957983,-0.67803686742695,-0.693187468360803,1
-0.275288639324304,-0.249863275965799,-0.663121576297517,-0.693031755768246,1
-0.442828272021248,-0.379922339614474,-0.69104928401172,-0.693202332184446,1
-0.095592799398395,-0.0846839130374353,-0.607250446228304,-0.69359043081686,1
-0.332310822184195,-0.287037662334889,-0.63829845602969,-0.693640780077909,1
-0.586042000284991,-0.568736159394898,-0.714422808393016,-0.693086120153123,1
-0.329831797899268,-0.345897669182269,-0.676682477878841,-0.693195016383557,1
-0.128839866279486,-0.0976081203148903,-0.631055878693043,-0.693197411158163,1
-1.06094302893522,-0.994257220025555,-0.666321752397144,-0.693194326932617,1
-0.0450798429444558,-0.0470110381237692,-0.623118232498177,-0.693190448368842,1
-0.0237208286459028,-0.0237911254308007,-0.5956933375022,-0.693117285606749,1
-0.117776431659911,-0.113337832777312,-0.682958143174044,-0.693192294005778,1
-0.484923962362878,-0.525710481925282,-0.696660439296198,-0.693196418345607,1
-0.0472547574527686,-0.0457393200061332,-0.599599317386077,-0.69310180698325,1
-0.251255447793208,-0.221413174141553,-0.648135676398033,-0.693193429842958,1
