mean,var,pxp,xp,model
0.9698598039640693,0.0010826579488461606,0.9993925921256271,0.9999999961429914,Linear
0.010315089692240395,0.0003780995784030159,0.0002024693513462504,1.3456066943888299e-09,GP
0.0100675851560242,0.0003691195883389037,0.00020246929545395998,1.2896691016813017e-09,SingleCue
0.009757521187666103,0.00035786340621993886,0.00020246922757254375,1.2217326656326863e-09,EqualWeighting
