,Var1,participant_n,trial_n,ImageLeft,ImageRight,RewardLeft,RewardRight,MaxReward,MinReward,TotalReward,MaxPerformance,MinPerformance,responseKey,RT,response,PCorrectChoice,leftChoice,rightChoice,CumSum,CumPCorrect,SimChoice,SimReward,RandomPerformance,PCorrectChoiceSim,CumSum_sim,CumPCorrect_sim,loadings_left1,loadings_left2,loadings_left3,loadings_left4,loadings_left5,loadings_left6,loadings_left7,loadings_left8,loadings_left9,loadings_left10,loadings_left11,loadings_left12,loadings_left13,loadings_left14,loadings_right1,loadings_right2,loadings_right3,loadings_right4,loadings_right5,loadings_right6,loadings_right7,loadings_right8,loadings_right9,loadings_right10,loadings_right11,loadings_right12,loadings_right13,loadings_right14
281,281,participant_02,132,stimuli/gramophone.png,stimuli/kayak.png,61,27,61,27,6793,8099,3917,left,796,correct,1,1,0,82,0.621212121212121,0,61,5957,1,67,0.507575757575758,1.26712656021118,0.0493839643895626,0.0545047111809254,0.102590672671795,0.108543440699577,0.0637578219175339,0.0151115534827113,0.29078134894371,1.46163249015808,0.833679795265198,0.226819708943367,0.0350063852965832,0.00960282981395721,0.0815424025058746,0.678098797798157,0.0379436016082764,0.570110082626343,0.223937079310417,0.0244370587170124,0.394014954566956,0.538735508918762,1.61020362377167,0.015912763774395,0.0494128614664078,0.209809675812721,0.0136406999081373,1.6110942363739,0.0073880604468286
282,282,participant_02,133,stimuli/carousel.png,stimuli/slicer.png,21,85,85,21,6878,8184,3938,right,1243,correct,1,0,1,83,0.62406015037594,1,85,6042,1,68,0.511278195488722,0.415440291166306,0.0962548777461052,0.362605214118958,0.0365477092564106,0.229456797242165,0.95419716835022,0.0388332158327103,0.950863718986511,0.835703551769257,0.106521613895893,0.186227709054947,0.00827370584011078,0.00938323605805635,0.00768650183454156,1.52565360069275,0.884966790676117,0.0156453587114811,0.00336218485608697,0.0144804865121841,0.0118373660370708,0.00868853274732828,0.242925435304642,0.337770074605942,0.92794269323349,0.00673530157655478,0.0488651841878891,0.0106456317007542,0.00562527310103178
283,283,participant_02,134,stimuli/plastic_film.png,stimuli/diskette.png,25,39,39,25,6917,8223,3963,right,1123,correct,1,0,1,84,0.626865671641791,1,39,6081,1,69,0.514925373134328,0.740747809410095,0.952866554260254,0.00566757703199983,0.45362800359726,0.741277098655701,0.288595616817474,0.0310001615434885,0.0243334136903286,0.0353699177503586,0.169403210282326,0.0426272638142109,0.775284349918366,0.02644894272089,0.0267486181110144,0.653633415699005,0.00539567042142153,0.00419484497979283,0.023111317306757,0.568342089653015,0.00824223831295967,0.00951490364968777,0.00347044575028121,0.00259646959602833,1.61001169681549,0.0140342824161053,0.00986799690872431,0.00108665542211384,0.00887936446815729
284,284,participant_02,135,stimuli/treasure.png,stimuli/playpen.png,35,9,35,9,6952,8258,3972,left,1309,correct,1,1,0,85,0.62962962962963,1,9,6090,0,69,0.511111111111111,0.737014532089233,0.175606295466423,0.0550276599824429,0.25123992562294,0.499783575534821,0.846813559532166,0.182221263647079,0.084832988679409,0.931124866008759,0.10670068114996,0.533105432987213,0.0162102431058884,0.60755866765976,0.0106228170916438,0.169591516256332,0.101115345954895,0.544484794139862,0.657233715057373,1.017951130867,0.888523042201996,0.0368845015764236,0.354056119918823,0.00789642240852118,0.00910788122564554,0.179992780089378,0.0432130210101604,0.0173801016062498,0.0271664168685675
285,285,participant_02,136,stimuli/bowtie.png,stimuli/cement_mixer.png,22,51,51,22,7003,8309,3994,right,1044,correct,1,0,1,86,0.632352941176471,1,51,6141,1,70,0.514705882352941,0.260946154594421,0.0106362504884601,0.241422742605209,1.77680313587189,0.26059964299202,1.1293820142746,0.00590689666569233,0.05118777602911,0.330206125974655,0.0818309411406517,0.0118144098669291,0.0270096585154533,0.00816463120281696,0.118966102600098,1.17184495925903,0.0788166970014572,0.0290908999741077,0.0193865615874529,0.046810407191515,0.00379833369515836,0.0338687486946583,1.02033698558807,0.10166048258543,0.204110577702522,0.859939217567444,0.281083881855011,0.00181802886072546,0.0504126958549023
286,286,participant_02,137,stimuli/eraser.png,stimuli/bulletproof_vest.png,41,27,41,27,7030,8350,4021,right,1577,incorrect,0,0,1,86,0.627737226277372,0,41,6182,1,71,0.518248175182482,1.0879282951355,0.0190181285142899,0.00446181511506438,0.357807636260986,0.233172714710236,0.708985209465027,0.00869058351963759,0.0195130966603756,0.039126068353653,0.666744351387024,0.0107115218415856,0.179790213704109,0.0149107947945595,0.040049210190773,0.759734988212585,0.00800219085067511,0.228257521986961,1.91711580753326,0.296012371778488,0.0573126971721649,0.0160559471696615,0.522081613540649,0.0401183068752289,0.374072313308716,0.0331279225647449,0.0104142902418971,0.0149948755279183,0.0155697064474225
287,287,participant_02,138,stimuli/stove1.png,stimuli/recliner.png,68,29,68,29,7098,8418,4050,left,893,correct,1,1,0,87,0.630434782608696,1,29,6211,0,71,0.514492753623188,1.3681914806366,0.312609612941742,0.0127959344536066,0.00591941503807902,0.491351306438446,0.00279555562883615,0.0393749438226223,0.319329112768173,0.596982419490814,0.049485094845295,0.0112459259107709,0.368476033210754,0.0134148802608252,0.70045417547226,0.697855174541473,0.105686448514462,0.0535569936037064,0.471566051244736,1.31238460540771,0.0675451308488846,0.0270244684070349,0.645798087120056,0.331241577863693,0.356463313102722,0.0118765784427524,0.043480958789587,0.00488361576572061,0.0987386777997017
288,288,participant_02,139,stimuli/kaleidoscope.png,stimuli/home_plate.png,42,23,42,23,7121,8460,4073,right,745,incorrect,0,0,1,87,0.62589928057554,1,23,6234,0,71,0.510791366906475,0.765802085399628,0.205166265368462,0.038342297077179,0.200646966695786,0.115805022418499,1.1277916431427,0.0337972156703472,0.433973580598831,1.55039548873901,0.46097132563591,0.027112890034914,0.0060558058321476,0.0260390639305115,0.0477596893906593,0.645278573036194,0.00194637198001146,0.0115905087441206,0.134177312254906,0.499607026576996,0.71544474363327,0.209161043167114,0.770587980747223,0.00879045110195875,0.0711631178855896,0.523887515068054,0.0350920110940933,0.0198376942425966,0.0172182694077492
289,289,participant_02,140,stimuli/wreath.png,stimuli/bin.png,17,39,39,17,7160,8499,4090,right,1214,correct,1,0,1,88,0.628571428571429,0,17,6251,0,71,0.507142857142857,0.356564372777939,0.484842985868454,0.121259413659573,0.300114154815674,0.612560510635376,0.316330194473267,1.56611943244934,0.15057584643364,0.989951550960541,0.0145560996606946,0.0358947515487671,0.00180850375909358,0.0268696490675211,0.0108131244778633,0.931444406509399,0.13211327791214,0.0187386851757765,0.0273316968232393,0.973329305648804,0.889767348766327,0.00159277860075235,0.344701766967773,0.0427861325442791,0.661538422107697,0.0112782623618841,0.0285427439957857,0.0111338132992387,0.0369710139930248
290,290,participant_02,141,stimuli/wine.png,stimuli/key.png,14,82,82,14,7174,8581,4104,left,1220,incorrect,0,1,0,88,0.624113475177305,0,14,6265,0,71,0.50354609929078,0.469225466251373,1.54215633869171,0.00860433746129274,0.543140172958374,0.215731650590897,0.011565376073122,0.0412178635597229,0.00357556715607643,0.482447177171707,0.0494052469730377,0.023115823045373,0.0096270851790905,0.365803837776184,1.86797189712524,1.81053054332733,0.0123591059818864,0.00412404304370284,0.0594250187277794,0.168970450758934,0.0923017561435699,0.00949955359101296,0.180346935987473,0.394400238990784,0.175420507788658,0.00318242236971855,0.0111854448914528,0.00993994809687138,0.03146942704916
291,291,participant_02,142,stimuli/spool.png,stimuli/inkwell.png,63,73,73,63,7247,8654,4167,right,1419,correct,1,0,1,89,0.626760563380282,1,73,6338,1,72,0.507042253521127,1.37539291381836,0.0948681235313416,0.0373690277338028,0.0342007130384445,0.218585819005966,0.164996221661568,0.0149697726592422,0.226496502757072,0.816837251186371,0.592073917388916,0.023598974570632,0.271902710199356,0.00389434606768191,0.0277427695691586,1.64872515201569,0.14305691421032,0.00368172791786492,0.029262512922287,0.0119873341172934,0.227847322821617,0.0673706978559494,0.153015106916428,0.960965037345886,0.593304634094238,0.0674760788679123,0.00738658476620913,0.0342638194561005,0.0982202291488647
292,292,participant_02,143,stimuli/microscope.png,stimuli/painting.png,70,5,70,5,7317,8724,4172,left,1488,correct,1,1,0,90,0.629370629370629,0,70,6408,1,73,0.510489510489511,1.53425812721252,0.00980613473802805,0.0279545895755291,0.0886351019144058,0.00127555045764893,0.0273766294121742,0.003320008283481,0.144859030842781,0.119063533842564,1.19628822803497,0.00391076831147075,0.346976935863495,0.137310072779655,0.0461116768419743,0.374808579683304,0.224136129021645,0.400685459375382,0.347281992435455,0.385450929403305,1.18669056892395,1.28215646743774,0.152926787734032,0.413360178470612,0.0688565745949745,0.226287588477135,0.0390593111515045,0.0108937211334705,0.0625991076231003
293,293,participant_02,144,stimuli/sim_card.png,stimuli/diving_board.png,48,35,48,35,7365,8772,4207,left,6792,correct,1,1,0,91,0.631944444444444,0,48,6456,1,74,0.513888888888889,0.943659365177155,0.00314142764545977,0.00079206598456949,0.0164610724896193,0.188889369368553,0.501870274543762,0.00830835290253162,0.0897627472877502,0.0357697419822216,1.52099478244782,0.0242450907826424,0.0120367873460054,0.00995081383734942,0.00439278408885002,1.01710629463196,0.0131287798285484,0.0093354806303978,0.0116893760859966,0.659932076931,0.462109863758087,0.179607421159744,0.0277084223926067,0.00760592194274068,0.0250334348529577,0.246094241738319,0.00154596928041428,0.923685133457184,0.00320136430673301
294,294,participant_02,145,stimuli/wheelbarrow.png,stimuli/broom.png,54,33,54,33,7419,8826,4240,left,706,correct,1,1,0,92,0.63448275862069,0,54,6510,1,75,0.517241379310345,1.20672762393951,0.262786090373993,0.42171773314476,0.0581791736185551,0.328584969043732,0.00068343710154295,1.2369030714035,1.07849812507629,0.0736295208334923,0.0113261109218001,0.062706857919693,0.0550925470888615,0.00527577102184296,0.0143143646419048,1.35735929012299,0.0256564076989889,0.036784578114748,0.234423622488976,0.51463109254837,0.0350282564759254,0.29282084107399,0.019009180366993,0.00143082020804286,0.00728045077994466,0.66061794757843,0.301268428564072,0.0273862723261118,0.00575444335117936
295,295,participant_02,146,stimuli/whisk.png,stimuli/wagon.png,76,45,76,45,7464,8902,4285,right,951,incorrect,0,0,1,92,0.63013698630137,0,76,6586,1,76,0.520547945205479,1.79231035709381,1.28415012359619,0.00442032003775239,0.0343394540250301,0.0899418815970421,0.122207686305046,0.00717191724106669,0.0143865207210183,0.0328047424554825,0.0560113973915577,0.036438774317503,0.0730353072285652,0.0128200482577086,0.00888405367732048,0.911544024944305,0.122147038578987,0.359655737876892,0.00715765031054616,0.260215044021606,0.00743869924917817,0.587840855121613,1.61190950870514,0.155440434813499,0.0281017944216728,1.12167465686798,0.00976151134818792,0.0421874076128006,0.00823414139449596
296,296,participant_02,147,stimuli/silverware.png,stimuli/paintbrush.png,69,21,69,21,7533,8971,4306,left,729,correct,1,1,0,93,0.63265306122449,0,69,6655,1,77,0.523809523809524,1.61216127872467,1.12647354602814,0.0128612862899899,0.040806420147419,0.157894417643547,0.373617649078369,0.0545038878917694,0.00281260977499187,0.121960893273354,0.00170405453536659,0.0123670818284154,0.0346998535096645,0.0280642099678516,0.100000277161598,1.13527464866638,0.278560101985931,0.0427494272589684,0.092013880610466,0.210049673914909,1.76378667354584,0.183410659432411,0.00198671501129866,0.0929391384124756,0.296694487333298,0.679575264453888,0.042570274323225,0.0405813194811344,0.101255357265472
297,297,participant_02,148,stimuli/mold1.png,stimuli/barbed_wire.png,65,51,65,51,7598,9036,4357,left,852,correct,1,1,0,94,0.635135135135135,0,65,6720,1,78,0.527027027027027,1.22069895267487,1.12453079223633,0.0206012390553951,0.0482767857611179,0.481149524450302,0.144241496920586,0.00660011265426874,0.0478498563170433,0.796160101890564,0.259241253137588,0.0192199256271124,0.0145606864243746,0.0198882780969143,0.0439070798456669,1.18789124488831,0.00711234286427498,0.413849830627441,0.01642812974751,0.0574806183576584,0.0044028265401721,1.0759881734848,0.375145554542541,0.00888171512633562,0.00362962111830711,0.2672199010849,0.00699084112420678,0.00916743837296963,0.0152169829234481
298,298,participant_02,149,stimuli/eggbeater.png,stimuli/metal_detector.png,76,50,76,50,7648,9112,4407,right,995,incorrect,0,0,1,94,0.630872483221476,1,50,6770,0,78,0.523489932885906,1.77335906028748,1.06057119369507,0.00639656418934464,0.0401636175811291,0.00618250947445631,0.292045682668686,0.00284664402715862,0.230615526437759,0.100698962807655,0.0297371670603752,0.0125228753313422,0.0741827562451363,0.00248610274866223,0.0156414769589901,1.66374111175537,0.0128792561590672,0.476777285337448,0.500926613807678,0.0423172153532505,0.0540758222341538,0.324489414691925,0.399516761302948,0.19242849946022,0.311016708612442,0.0721686482429504,0.0336821228265762,0.331803441047668,0.00451488606631756
299,299,participant_02,150,stimuli/hammer.png,stimuli/fur_coat.png,88,6,88,6,7736,9200,4413,left,434,correct,1,1,0,95,0.633333333333333,1,6,6776,0,78,0.52,2.20659446716309,0.0050529963336885,0.0162446759641171,0.0987926200032234,0.0397491753101349,0.00859051570296288,0.054625041782856,0.0446650683879852,0.0114844916388392,0.0187954269349575,0.170076802372932,0.00556251872330904,0.0108922692015767,0.00694859866052866,0.0753249153494835,0.0952940136194229,0.86268550157547,1.71257841587067,0.838211417198181,0.171143352985382,0.00468817725777626,0.0287400390952826,0.360077738761902,0.0147862983867526,0.0757495015859604,0.0359885469079018,0.0247363299131393,0.0144144622609019
300,300,participant_03,1,stimuli/gong.png,stimuli/fire_alarm.png,59,52,59,52,59,59,52,left,1589,correct,1,1,0,1,1,1,52,52,0,0,0,1.39356052875519,0.221615135669708,0.0276346132159233,0.00581151759251952,0.113009169697762,0.0484956651926041,0.0466369800269604,0.323306441307068,1.73480021953583,0.069511890411377,0.0286478437483311,0.0143668446689844,0.00823036674410105,0.000716510927304626,1.10469532012939,0.0295855030417442,0.00643881130963564,0.0398616977035999,0.405302107334137,0.314230710268021,0.0108753442764282,0.422500967979431,0.0214871112257242,0.975605428218842,0.00644926028326154,0.262929439544678,0.0206047315150499,0.101821891963482
301,301,participant_03,2,stimuli/slide.png,stimuli/crystal_ball.png,33,23,33,23,82,92,75,right,1660,incorrect,0,0,1,1,0.5,0,33,85,1,1,0.5,0.85580587387085,0.011526295915246,0.146756961941719,0.0531357862055302,0.435266673564911,0.601703464984894,0.933774769306183,1.00300323963165,0.0481239594519138,0.0133392792195082,0.15256279706955,0.0328119024634361,0.0563685707747936,0.0141941597685218,0.227904975414276,0.376670807600021,0.0100668501108885,0.0115898884832859,0.29994860291481,0.895574867725372,0.867845296859741,0.00866861827671528,0.297695577144623,0.018513236194849,0.0273264274001122,0.236715823411942,0.34742859005928,0.0212851073592901
302,302,participant_03,3,stimuli/cocktail.png,stimuli/nutcracker.png,8,83,83,8,90,175,83,left,1332,incorrect,0,1,0,1,0.333333333333333,1,83,168,1,2,0.666666666666667,0.243411734700203,1.50648319721222,0.0113846696913242,0.438171476125717,0.0573954284191132,0.114663474261761,0.00708231516182423,0.0240270476788282,0.607211112976074,0.0107529358938336,0.0114752957597375,0.191599547863007,0.255055725574493,1.49003159999847,2.04981732368469,0.336159139871597,0.0326494723558426,0.0327463373541832,0.0043237553909421,0.0320953764021397,0.0109366839751601,0.0236378572881222,0.017890676856041,0.0125569859519601,0.00351836369372904,0.0158284269273281,0.0177958067506552,0.00160090054851025
303,303,participant_03,4,stimuli/notepad.png,stimuli/dresser.png,32,36,36,32,126,211,115,right,956,correct,1,0,1,2,0.5,1,36,204,1,3,0.75,0.748005151748657,0.0133788604289293,0.00767279881983995,0.117626577615738,1.00665009021759,0.811927735805512,0.0890526697039604,0.00487037049606442,0.00177475495729595,0.575044512748718,0.237182304263115,0.0369462668895721,0.00412651430815458,0.0322638414800167,0.833784520626068,0.0569763258099556,0.00773863354697824,0.163091152906418,1.72249662876129,0.0935880318284035,0.0163806322962046,0.0763611048460007,0.22395558655262,0.208488926291466,0.643170952796936,0.0297807939350605,0.00973690766841173,0.0102446880191565
304,304,participant_03,5,stimuli/silverware.png,stimuli/paintbrush.png,69,21,69,21,195,280,136,left,1027,correct,1,1,0,3,0.6,1,21,225,0,3,0.6,1.61216127872467,1.12647354602814,0.0128612862899899,0.040806420147419,0.157894417643547,0.373617649078369,0.0545038878917694,0.00281260977499187,0.121960893273354,0.00170405453536659,0.0123670818284154,0.0346998535096645,0.0280642099678516,0.100000277161598,1.13527464866638,0.278560101985931,0.0427494272589684,0.092013880610466,0.210049673914909,1.76378667354584,0.183410659432411,0.00198671501129866,0.0929391384124756,0.296694487333298,0.679575264453888,0.042570274323225,0.0405813194811344,0.101255357265472
305,305,participant_03,6,stimuli/mussel.png,stimuli/mullet.png,7,5,7,5,202,287,141,left,2297,correct,1,1,0,4,0.666666666666667,0,7,232,1,4,0.666666666666667,0.175225839018822,1.64184641838074,0.792079865932465,0.030650407075882,0.0791221037507057,0.0689277201890945,0.139378398656845,0.0305211879312992,0.112312883138657,0.0275893285870552,0.0514340475201607,0.00909464433789253,0.896280705928803,0.067445270717144,0.0343105979263782,0.0188400577753782,0.677425503730774,1.38940155506134,0.0094099435955286,0.00752969738095999,0.0149551769718528,0.0530253350734711,0.0274601858109236,0.133172377943993,0.00714458199217916,0.0253441277891397,0.0253945030272007,0.0676900669932365
306,306,participant_03,7,stimuli/sock.png,stimuli/clasp.png,24,84,84,24,286,371,165,right,688,correct,1,0,1,5,0.714285714285714,1,84,316,1,5,0.714285714285714,0.579407036304474,0.121740184724331,0.205381378531456,1.6663556098938,0.622952222824097,0.516814708709717,0.290477454662323,0.102311976253986,0.0441569499671459,0.0214167572557926,0.0957590416073799,0.0775552317500114,0.0466791056096554,0.0249564312398434,1.86123490333557,0.00388233526609838,0.00869734864681959,0.102637879550457,0.0422929525375366,0.496006965637207,0.00503872893750668,0.194852843880653,0.154996857047081,0.0303348079323769,0.0180290658026934,0.0470345355570316,0.0281377695500851,0.0119534656405449
307,307,participant_03,8,stimuli/water_filter.png,stimuli/lab_coat.png,58,26,58,26,312,429,191,right,1966,incorrect,0,0,1,5,0.625,0,58,374,1,6,0.75,1.39995241165161,0.681622803211212,0.035244096070528,0.0974346399307251,0.201638400554657,0.0120031274855137,0.094446025788784,0.199878498911858,0.0487540178000927,0.557681679725647,0.0188173726201057,1.17757070064545,0.694092750549316,0.637208461761475,0.54915314912796,0.0977071672677994,0.00346570205874741,1.34052979946136,1.05801236629486,0.266776174306869,0.0211297068744898,0.192643851041794,0.00460047135129571,0.0882243141531944,0.00280097010545433,0.276262491941452,0.0258699916303158,0.0278900917619467
308,308,participant_03,9,stimuli/fast_food.png,stimuli/switch.png,2,62,62,2,374,491,193,right,1201,correct,1,0,1,6,0.666666666666667,0,2,376,0,6,0.666666666666667,0.0341239757835865,1.98935747146606,0.156323552131653,0.0266963224858046,0.0104434350505471,0.0367306098341942,0.0202556829899549,0.0419221892952919,0.0248472783714533,0.0241890624165535,0.0360200107097626,0.0130722289904952,0.0369593687355518,0.0114135639742017,1.36134684085846,0.0330299846827984,0.00325562665238976,0.0144332610070705,0.0720632821321487,0.671268343925476,0.0301470309495926,0.214760735630989,0.0102457944303751,0.950616776943207,0.0335247665643692,0.0341815389692783,0.026964632794261,0.0488643757998943
309,309,participant_03,10,stimuli/trowel.png,stimuli/latch.png,61,81,81,61,435,572,254,left,691,incorrect,0,1,0,6,0.6,1,81,457,1,7,0.7,1.79738962650299,0.454022407531738,0.0351756811141968,0.00105145398993045,0.0992977619171143,0.00661289179697633,0.311556696891785,0.00189208844676614,0.00460858317092061,0.00284708430990577,0.340212792158127,0.011797240935266,0.000752951891627163,0.0168002173304558,1.92406570911407,0.00192074058577418,0.0262494683265686,0.0266227852553129,0.747453093528748,0.00408342573791742,0.0131849898025393,0.06817277520895,0.0182906929403543,0.11387275904417,0.192731842398644,0.00639380887150764,0.0756849944591522,0.00262302532792091
310,310,participant_03,11,stimuli/crystal2.png,stimuli/aluminum_foil.png,12,63,63,12,498,635,266,right,1067,correct,1,0,1,7,0.636363636363636,0,12,469,0,7,0.636363636363636,0.855476796627045,0.147696554660797,0.00584977865219116,0.0624026656150818,0.299196720123291,0.129850938916206,0.0452127531170845,0.147579550743103,1.63590013980865,0.471676349639893,0.00437684496864677,0.918523490428925,0.0171878896653652,0.0598983690142632,1.2795844078064,0.894567668437958,0.000783947762101889,0.0503760240972042,0.674385845661163,0.345517724752426,0.0241925828158855,0.0220647361129522,0.0172531139105558,0.012248975224793,0.0210135169327259,0.292657732963562,0.0224132165312767,0.0132650202140212
311,311,participant_03,12,stimuli/road_sign.png,stimuli/telephone_pole.png,25,43,43,25,541,678,291,right,1167,correct,1,0,1,8,0.666666666666667,0,25,494,0,7,0.583333333333333,0.748301148414612,0.00898826215416193,0.275438100099564,0.0098156314343214,0.0814460963010788,0.279654175043106,0.873740136623383,1.1206191778183,0.00834339763969183,0.0737638920545578,0.297471821308136,0.00816398207098246,0.00644194660708308,0.0216643903404474,1.12611699104309,0.00121887901332229,0.0119566386565566,0.00141085858922452,0.288771480321884,0.00452579604461789,0.40839210152626,0.762759327888489,0.0156158786267042,0.384784609079361,0.817458033561707,0.0018347593722865,0.00384478131309152,0.00864275917410851
312,312,participant_03,13,stimuli/goalpost.png,stimuli/tool.png,27,86,86,27,627,764,318,right,1105,correct,1,0,1,9,0.692307692307692,1,86,580,1,8,0.615384615384615,0.738431453704834,0.00962884072214365,0.0551862232387066,0.0452907904982567,0.187436670064926,0.563980519771576,0.555970549583435,1.0127717256546,0.0277251563966274,0.0234277751296759,0.306742072105408,0.00783191621303558,0.0392880886793137,0.0173699576407671,2.25555372238159,0.00415702117606998,0.0168826319277287,0.0286886021494865,0.0320767089724541,0.415538817644119,0.0104945795610547,0.0447439551353455,0.010897877626121,0.0434813275933266,0.488815009593964,0.00569416536018252,0.0113022876903415,0.00839297473430634
313,313,participant_03,14,stimuli/magnifier.png,stimuli/soldering_iron.png,72,67,72,67,699,836,385,left,2238,correct,1,1,0,10,0.714285714285714,0,72,652,1,9,0.642857142857143,1.38069117069244,0.0183621160686016,0.00541574507951736,0.00436778180301189,0.222622618079185,0.00464481068775058,0.00827972125262022,0.279148459434509,0.490586966276169,1.19492018222809,0.000524781062267721,0.13898853957653,0.0609267726540566,0.0593221113085747,1.8514289855957,0.0229666549712419,0.0101811178028584,0.0371518507599831,0.0138395680114627,0.686915397644043,0.107797868549824,0.286295562982559,0.0152993695810437,0.294845670461655,0.0200591273605824,0.0473017878830433,0.0169621258974075,0.0198572967201471
314,314,participant_03,15,stimuli/bear.png,stimuli/pocketknife.png,0,69,69,0,768,905,385,right,825,correct,1,0,1,11,0.733333333333333,0,0,652,0,9,0.6,0.0205758772790432,0.000611040100920945,2.26236271858215,0.0325899384915829,0.0154048325493932,0.0122907543554902,0.227916523814201,0.0319650359451771,0.0120590655133128,0.0125386193394661,0.115650102496147,0.00941125769168139,0.021034512668848,0.000182996154762805,2.04683256149292,0.170181199908257,0.0137760732322931,0.228835329413414,0.0480105876922607,0.301022350788116,0.0409851558506489,0.015044410713017,0.0701021999120712,0.0594998560845852,0.451186507940292,0.0139873130246997,0.0284494869410992,0.0105492463335395
315,315,participant_03,16,stimuli/periscope.png,stimuli/blouse.png,57,6,57,6,825,962,391,left,1001,correct,1,1,0,12,0.75,0,57,709,1,10,0.625,1.24601793289185,0.000392481801100075,0.545038759708405,0.69881671667099,0.000937260803766549,0.0221838057041168,0.0354642942547798,0.919812977313995,0.0785157084465027,0.726470947265625,0.01304741948843,0.0115074357017875,0.510184168815613,0.107422612607479,0.0290902946144342,0.0141879543662071,0.300419956445694,2.20703434944153,0.469406545162201,0.316204935312271,0.0715663656592369,0.0240403730422258,0.0919717252254486,0.0152046848088503,0.00593319581821561,0.0293590556830168,0.00559685472398996,0.0288187712430954
316,316,participant_03,17,stimuli/snail.png,stimuli/lamppost.png,12,34,34,12,859,996,403,right,866,correct,1,0,1,13,0.764705882352941,0,12,721,0,10,0.588235294117647,0.0972706452012062,0.506755948066711,1.57819795608521,0.053854264318943,0.0159824974834919,0.0133259063586593,0.592753946781158,0.0316385962069035,0.525636792182922,0.00695114443078637,0.0287123396992683,0.0522552914917469,0.409484893083572,0.00935372710227966,1.02501153945923,0.0110614849254489,0.351978898048401,0.00814283825457096,0.297694563865662,0.0199202038347721,1.35973596572876,0.453936278820038,0.182740762829781,0.0618271976709366,0.115035988390446,0.0130193652585149,0.00753451744094491,0.235769689083099
317,317,participant_03,18,stimuli/dumbbell.png,stimuli/staple_gun.png,81,76,81,76,940,1077,479,left,1509,correct,1,1,0,14,0.777777777777778,0,81,802,1,11,0.611111111111111,1.63456881046295,0.108276687562466,0.0142601365223527,0.489847391843796,0.0059257703833282,0.00674527324736118,0.021414777263999,0.615230679512024,0.713689863681793,0.162401214241982,0.0195051189512014,0.0578554756939411,0.054684229195118,0.000121147168101743,2.00995922088623,0.00434663239866495,0.0436743348836899,0.0698790922760963,0.292343109846115,0.120510123670101,0.030816376209259,0.0440013147890568,0.00972971320152283,0.17727242410183,0.127797693014145,0.00352562172338366,0.0147883668541908,0.00144955480936915
318,318,participant_03,19,stimuli/thread.png,stimuli/hook1.png,33,84,84,33,1024,1161,512,right,988,correct,1,0,1,15,0.789473684210526,1,84,886,1,12,0.631578947368421,0.807222902774811,0.304556399583817,0.00702001433819532,0.54534924030304,0.682818293571472,1.49728429317474,0.319461524486542,0.0135099031031132,0.54657107591629,0.0379958674311638,0.00605686940252781,0.111328452825546,0.0117412889376283,0.0782908946275711,1.8639909029007,0.00503158662468195,0.0113960113376379,0.00842642318457365,0.557311952114105,0.0170461237430573,0.193816900253296,0.0180522911250591,0.00508401868864894,0.00315103051252663,0.249984011054039,0.0123302834108472,0.0151010425761342,0.0136172715574503
319,319,participant_03,20,stimuli/tack.png,stimuli/kite.png,80,14,80,14,1104,1241,526,left,905,correct,1,1,0,16,0.8,0,80,966,1,13,0.65,1.80218160152435,0.0175141673535109,0.00335556059144437,0.0144767183810473,0.18398080766201,0.478688716888428,0.214184105396271,0.0503104031085968,0.536435663700104,0.0104763126000762,0.0153314098715782,0.0116765387356281,0.0337567068636417,0.0075322650372982,0.511543750762939,0.013560576364398,0.147432625293732,0.632501184940338,0.0291011389344931,1.44892370700836,0.547495186328888,0.962965369224548,0.000825868628453463,0.0528202056884766,0.00876553263515234,0.010978220961988,0.560488700866699,0.0253949761390686
320,320,participant_03,21,stimuli/kaleidoscope.png,stimuli/home_plate.png,42,23,42,23,1146,1283,549,left,1388,correct,1,1,0,17,0.80952380952381,1,23,989,0,13,0.619047619047619,0.765802085399628,0.205166265368462,0.038342297077179,0.200646966695786,0.115805022418499,1.1277916431427,0.0337972156703472,0.433973580598831,1.55039548873901,0.46097132563591,0.027112890034914,0.0060558058321476,0.0260390639305115,0.0477596893906593,0.645278573036194,0.00194637198001146,0.0115905087441206,0.134177312254906,0.499607026576996,0.71544474363327,0.209161043167114,0.770587980747223,0.00879045110195875,0.0711631178855896,0.523887515068054,0.0350920110940933,0.0198376942425966,0.0172182694077492
321,321,participant_03,22,stimuli/toaster_oven.png,stimuli/humvee.png,61,41,61,41,1187,1344,590,right,1016,incorrect,0,0,1,17,0.772727272727273,0,61,1050,1,14,0.636363636363636,1.23129737377167,1.02349090576172,0.00971242878586054,0.000724367971997708,0.611934840679169,0.0112504521384835,0.00319521245546639,0.317275822162628,0.0247120968997478,1.18957543373108,0.00609705736860633,0.0286922454833984,0.0368575416505337,0.0154205150902271,0.822987973690033,0.00497620599344373,0.0682274028658867,0.0043496866710484,0.0578636638820171,0.000316072284476832,0.00376899330876768,1.7639240026474,0.00991928204894066,0.40619283914566,0.0460459552705288,0.00559035874903202,0.00573512585833669,0.00127101945690811
